id;produit;nom;siret;adresse;tel;fax;contact_nom;contact_mail;reconnaissance;prez;motscles
10157;Alsace grand cru Florimont vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B009D21;
10158;Alsace grand cru Florimont vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B009D22;
10159;Alsace grand cru Florimont vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B009D23;
10160;Alsace grand cru Florimont vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B009D24;
10161;Alsace grand cru Frankstein Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B010S 1;
10162;Alsace grand cru Frankstein sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B010D11;
10163;Alsace grand cru Frankstein sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B010D12;
10164;Alsace grand cru Frankstein sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B010D13;
10165;Alsace grand cru Frankstein sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B010D14;
10166;Alsace grand cru Frankstein Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B010S 2;
10167;Alsace grand cru Frankstein Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B010S 3;
10168;Alsace grand cru Frankstein Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B010S 4;
10169;Alsace grand cru Frankstein vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B010D21;
10170;Alsace grand cru Frankstein vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B010D22;
10171;Alsace grand cru Frankstein vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B010D23;
10172;Alsace grand cru Frankstein vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B010D24;
10173;Alsace grand cru Froehn Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B011S 1;
10174;Alsace grand cru Froehn sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B011D11;
10175;Alsace grand cru Froehn sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B011D12;
10176;Alsace grand cru Froehn sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B011D13;
10177;Alsace grand cru Froehn sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B011D14;
10178;Alsace grand cru Froehn Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B011S 2;
10179;Alsace grand cru Froehn Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B011S 3;
10180;Alsace grand cru Froehn Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B011S 4;
10181;Alsace grand cru Froehn vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B011D21;
10182;Alsace grand cru Froehn vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B011D22;
10183;Alsace grand cru Froehn vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B011D23;
10184;Alsace grand cru Froehn vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B011D24;
10185;Alsace grand cru Furstentum Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B012S 1;
10186;Alsace grand cru Furstentum sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B012D11;
10187;Alsace grand cru Furstentum sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B012D12;
10188;Alsace grand cru Furstentum sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B012D13;
10189;Alsace grand cru Furstentum sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B012D14;
10190;Alsace grand cru Furstentum Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B012S 2;
10191;Alsace grand cru Furstentum Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B012S 3;
10192;Alsace grand cru Furstentum Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B012S 4;
10193;Alsace grand cru Furstentum vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B012D21;
10194;Alsace grand cru Furstentum vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B012D22;
10195;Alsace grand cru Furstentum vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B012D23;
10196;Alsace grand cru Furstentum vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B012D24;
10197;Bourgogne blanc;Syndicat des Bourgognes;50485101500017;CAVB 132-134 route de Dijon 21200 BEAUNE;(03) 80 22 69 52 / (06) 78 17 70 48;;Guillaume WILLETTE (Directeur);gw-bourgognes@orange.fr;CNV2007/92 du 6 juillet 2007;Monsieur Bruno VERRET;Vins - Vin tranquille - Blanc - Sec (usage) -  - 1B309;
10198;Les Baux de Provence blanc;Syndicat des Vignerons des Baux de Provence;40861302400012;Chez Alpilles Secrétariat 7 bis avenue du 19 mars 1962 13210 SAINT REMY DE PROVENCE;04 90 92 25 01;04 90 92 49 79;MISSOFFE Caroline;alpilles.secretaria@wanadoo.fr;CNV2007/32 du 15 juin 2007;Madame Caroline MISSOFE;Vins - Vin tranquille - Rosé - Sec (usage) -  - 1B591S;
10201;Côtes du Tarn Blanc Surmûri;Syndicat de l'IGP Côtes du Tarn;77721890000028;Maison des vins Place de l'Abbaye Saint-Michel 81600 GAILLAC;05 63 57 15 40;05 63 57 20 01;;maison@vins-gaillac.com;CNIGPV/2011/10 du 18 octobre 2011;Monsieur Fabien CAUSSE;Vins - Vin de raisins surmuris - Blanc - Zone - 3B812;
10208;Grands-Echezeaux;Syndicat de Défense des Grands Crus de Vosne et Flagey;;Domaine MEO CAMUZET 11 rue des Grands Crus 21700 VOSNE-ROMANEE;03) 80 61 55 55 / (06) 20 69 38 52;(03) 80 61 11 05;CAVB;cavb@cavb.fr;CNV2007/162 du 16 novembre 2007;Monsieur Jean-Nicolas MEO;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R373;
10233;Montravel blanc;Fédération des Vins de Bergerac et Duras (FVBD);40259890800026;Pôle viticole des vins de Bergerac Bridet Sud 24112 BERGERAC CEDEX;05 53 24 71 77;05 53 24 98 48;;contact@fvbd.fr;CNV2007/75-2 signée le  24 juin 2015 abroge et remplace la décision de reconnaissance n°CNV2007/75-1 signée le 7 avril 2014 - abroge et remplace la décision de reconnaissance n°CNV2007/75 signée le 7 juillet 2007;Madame Laurence RIVAL;Vins - Vin tranquille - Blanc - Sec -  - 1B146S;
10237;Bourgogne Passe-tout-grains rouge;Syndicat des Bourgognes;50485101500017;CAVB 132-134 route de Dijon 21200 BEAUNE;(03) 80 22 69 52 / (06) 78 17 70 48;;Guillaume WILLETTE (Directeur);gw-bourgognes@orange.fr;CNV2007/92 du 6 juillet 2007;Monsieur Bruno VERRET;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R324;
10238;Coteaux Bourguignons ou Bourgogne grand ordinaire ou Bourgogne ordinaire blanc;Syndicat des Bourgognes;50485101500017;CAVB 132-134 route de Dijon 21200 BEAUNE;(03) 80 22 69 52 / (06) 78 17 70 48;;Guillaume WILLETTE (Directeur);gw-bourgognes@orange.fr;CNV2007/92 du 6 juillet 2007;Monsieur Bruno VERRET;Vins - Vin tranquille - Blanc - Sec (usage) -  - 1B320;
10253;Corton Basses Mourottes rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 01;
10254;Corton Clos des Meix rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 02;
10255;Corton Hautes Mourottes rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 03;
10256;Corton La Toppe au Vert rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 04;
10257;Corton La Vigne au Saint rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 05;
10258;Corton Le Clos du Roi rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 06;
10259;Corton Le Corton rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 07;
10260;Corton Le Meix Lallemand rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 08;
10261;Corton Le Rognet et Corton rouge;Syndicat de défense des terroirs de Corton;;;(03) 80 21 55 43;;CAVB;cavb@cavb.fr;CNV2007/160 du 16 novembre 2007;Madame Christine DUBREUIL;Vins - Vin tranquille - Rouge - Sec (usage) - Grand cru - 1R352 09;
